Date,Flight,Departure,Arrival,Aircraft,Recorded by
20/11/2021View on the map,SU 27,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BKQA321 MSN 7801,"shnoor
Public profile of  shnoor"
28/10/2021View on the map,SU 35,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BKZA321 MSN 8205,"Andy260982
Public profile of  Andy260982"
05/10/2021View on the map,SU 3,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BIDA320 MSN 5421,"Andy260982
Public profile of  Andy260982"
23/07/2021View on the map,SU 29,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BADA320 MSN 7240,"slooovik
Public profile of  slooovik"
01/07/2021View on the map,SU 31,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BGNB737NG MSN 41225,"ivanivanov
Public profile of  ivanivanov"
04/06/2021View on the map,SU 31,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BFZA350 MSN 414,"serpent
Public profile of  serpent"
25/05/2021View on the map,SU 29,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BAZA321 MSN 7300,"ivanivanov
Public profile of  ivanivanov"
18/05/2021View on the map,SU 11,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BKUA320 MSN 4835,"barsey
Public profile of  barsey"
08/05/2021View on the map,SU 19,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BEOA320 MSN 7038,"slooovik
Public profile of  slooovik"
08/05/2021View on the map,SU 35,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BTGA321 MSN 5790,"syntez
Public profile of  syntez"
31/03/2021View on the map,SU 11,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BIUA320 MSN 4684,"barsey
Public profile of  barsey"
13/11/2020View on the map,SU 23,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BLHA320 MSN 5565,"KRR
Public profile of  KRR"
04/11/2020View on the map,SU 19,LEDSt Petersburg Pulkovo  - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BLLA320 MSN 5572,"MaddyJury
Public profile of  MaddyJury"
26/02/2022View on the map,SU 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,RA-89061SSJ MSN 95090,"shnoor
Public profile of  shnoor"
17/08/2021View on the map,FV 6015,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BWGA319 MSN 2093,"slooovik
Public profile of  slooovik"
20/06/2021View on the map,FV 6021,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BITA319 MSN 1761,"Danilkin
Public profile of  Danilkin"
23/04/2021View on the map,SU 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BIVA319 MSN 3065,"syntez
Public profile of  syntez"
20/02/2021View on the map,SU 6027,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BFMA320 MSN 1379,"tab
Public profile of  tab"
24/02/2020View on the map,FV 6027,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BWHA320 MSN 2151,"barsey
Public profile of  barsey"
11/02/2020View on the map,FV 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BAQ A319 MSN 1560,"ivanivanov
Public profile of  ivanivanov"
26/01/2020View on the map,FV 6019,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BQKA319 MSN 3179,"ivanivanov
Public profile of  ivanivanov"
24/12/2019View on the map,FV 6035,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BIUA319 MSN 649,"slooovik
Public profile of  slooovik"
30/11/2019View on the map,FV 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BIVA319 MSN 3065,"ivanivanov
Public profile of  ivanivanov"
25/10/2019View on the map,FV 6029,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BAVA319 MSN 1743,"slooovik
Public profile of  slooovik"
28/08/2019View on the map,FV 6021,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BBTA319 MSN 1805,"slooovik
Public profile of  slooovik"
22/06/2019View on the map,FV 6035,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BCPA319 MSN 3998,"NICOIS06
Public profile of  NICOIS06"
16/06/2019View on the map,FV 6027,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BITA319 MSN 1761,"serge194
Public profile of  serge194"
09/06/2019View on the map,FV 6027,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BAQ A319 MSN 1560,"serge194
Public profile of  serge194"
09/04/2019View on the map,FV 6017,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BBUA319 MSN 1630,"barsey
Public profile of  barsey"
09/04/2019View on the map,FV 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BQKA319 MSN 3179,"Skipy
Public profile of  Skipy"
07/04/2019View on the map,FV 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BQKA319 MSN 3179,"serge194
Public profile of  serge194"
01/04/2019View on the map,FV 6027,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VQ-BCOA319 MSN 3942,"Petrov
Public profile of  Petrov"
27/02/2019View on the map,FV 6023,LEDSt Petersburg Pulkovo  - Russia,VKOMoscow Vnukovo  - Russia,VP-BBUA319 MSN 1630,"slooovik
Public profile of  slooovik"
28/02/2021View on the map,IO 384,LEDSt Petersburg Pulkovo  - Russia,GOJNizhniy Novgorod   - Russia,RA-89034SSJ MSN 95062,"UnknownAirlines
Public profile of  UnknownAirlines"
03/04/2022View on the map,S7 5006,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VP-BWMA320 MSN 8852,"Ashor
Public profile of  Ashor"
08/11/2020View on the map,SU 6541,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VP-BIVA319 MSN 3065,"Ashor
Public profile of  Ashor"
25/09/2018View on the map,S7 3336,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VQ-BDEA320 MSN 3866,"Vortex
Public profile of  Vortex"
25/09/2018View on the map,S7 3336,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VQ-BDEA320 MSN 3866,"sMartins
Public profile of  sMartins"
23/08/2016View on the map,S7 3338,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VQ-BRDA320 MSN 5031,"Vortex
Public profile of  Vortex"
13/08/2014View on the map,S7 3338,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VQ-BKWB737NG MSN 37085,"nikolai79
Public profile of  nikolai79"
30/06/2013View on the map,S7 3338,LEDSt Petersburg Pulkovo  - Russia,OVBNovosibirsk   - Russia,VQ-BESA320 MSN 4032,"nikolai79
Public profile of  nikolai79"
09/06/2021View on the map,FV 6581,LEDSt Petersburg Pulkovo  - Russia,PEEPerm Oblast   - Russia,VQ-BAUA319 MSN 1851,"Andy260982
Public profile of  Andy260982"
19/11/2020View on the map,DP 569,LEDSt Petersburg Pulkovo  - Russia,PEEPerm Oblast   - Russia,VQ-BTIB737NG MSN 39948,"Andy260982
Public profile of  Andy260982"
19/11/2020View on the map,DP 569,LEDSt Petersburg Pulkovo  - Russia,PEEPerm Oblast   - Russia,VQ-BTIB737NG MSN 39948,Public profile of
07/06/2021View on the map,5N 535,LEDSt Petersburg Pulkovo  - Russia,ROVRostov   - Russia,VP-BOSA320 MSN 7523,"Ashor
Public profile of  Ashor"
19/06/2019View on the map,SU 6371,LEDSt Petersburg Pulkovo  - Russia,ROVRostov   - Russia,VP-BIUA319 MSN 649,"Andy260982
Public profile of  Andy260982"
24/05/2018View on the map,DP 521,LEDSt Petersburg Pulkovo  - Russia,ROVRostov   - Russia,VQ-BTCB737NG MSN 43662,"barsey
Public profile of  barsey"
24/09/2021View on the map,5N 531,LEDSt Petersburg Pulkovo  - Russia,KUFSamara   - Russia,VP-BOZA320 MSN 7581,"Andy260982
Public profile of  Andy260982"
16/12/2017View on the map,SU 6331,LEDSt Petersburg Pulkovo  - Russia,KUFSamara   - Russia,VP-BITA319 MSN 1761,"Daedalus
Public profile of  Daedalus"
17/05/2020View on the map,SU 6413,LEDSt Petersburg Pulkovo  - Russia,UFAUfa   - Russia,VQ-BASA319 MSN 1863,"LoggingLegs
Public profile of  LoggingLegs"
04/02/2018View on the map,7R 553,LEDSt Petersburg Pulkovo  - Russia,VOZVoronezh   - Russia,VP-BNOCRJ MSN 7222,"ondon
Public profile of  ondon"
05/04/2016View on the map,7R 553,LEDSt Petersburg Pulkovo  - Russia,VOZVoronezh   - Russia,VP-BVKCRJ MSN 7408,"airline
Public profile of  airline"
10/04/2018View on the map,R3 588,LEDSt Petersburg Pulkovo  - Russia,YKSYakutsk   - Russia,VP-BVEB737NG MSN 29889,"ondon2
Public profile of  ondon2"
02/01/2016View on the map,UT 127,SGCSurgut   - Russia,SVXEkaterinburg   - Russia,VQ-BLNATR MSN 981,"GeorgeRUS
Public profile of  GeorgeRUS"
22/08/2016View on the map,UT 435,SGCSurgut   - Russia,KRRKrasnodar Pashkovskiy  - Russia,VQ-BJIB737NG MSN 29937,"GeorgeRUS
Public profile of  GeorgeRUS"
10/08/2014View on the map,UT 435,SGCSurgut   - Russia,KRRKrasnodar Pashkovskiy  - Russia,VP-BULB737NG MSN 41707,"GeorgeRUS
Public profile of  GeorgeRUS"
15/10/2017View on the map,UT 131,SGCSurgut   - Russia,KJAKrasnojarsk   - Russia,VQ-BLKATR MSN 975,"GeorgeRUS
Public profile of  GeorgeRUS"
27/03/2017View on the map,UT 131,SGCSurgut   - Russia,KJAKrasnojarsk   - Russia,VQ-BLEATR MSN 950,"GeorgeRUS
Public profile of  GeorgeRUS"
02/09/2017View on the map,Y7 104,SGCSurgut   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BDNB737NG MSN 32905,"brumed
Public profile of  brumed"
22/11/2012View on the map,UT 246,SGCSurgut   - Russia,DMEMoscow Domodedovo  - Russia,VP-BVLB737 MSN 28926,"Urso
Public profile of  Urso"
04/11/2012View on the map,UT 246,SGCSurgut   - Russia,DMEMoscow Domodedovo  - Russia,VP-BXYB737 MSN 27328,"piero8034
Public profile of  piero8034"
20/12/2019View on the map,SU 1515,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BHCB737NG MSN 41220,"DCaesar
Public profile of  DCaesar"
14/08/2019View on the map,SU 1517,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSTA320 MSN 6071,"GeorgeRUS
Public profile of  GeorgeRUS"
06/02/2019View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSHA320 MSN 6022,"GeorgeRUS
Public profile of  GeorgeRUS"
16/09/2018View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BMBB737NG MSN 41231,"GeorgeRUS
Public profile of  GeorgeRUS"
04/08/2018View on the map,SU 1517,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,RA-89060SSJ MSN 95103,"GeorgeRUS
Public profile of  GeorgeRUS"
29/04/2018View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BNQB737NG MSN 44432,"GeorgeRUS
Public profile of  GeorgeRUS"
06/10/2017View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BLPA320 MSN 5578,"GeorgeRUS
Public profile of  GeorgeRUS"
11/09/2017View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSUA320 MSN 6090,"GeorgeRUS
Public profile of  GeorgeRUS"
28/04/2017View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BZAB737NG MSN 41198,"GeorgeRUS
Public profile of  GeorgeRUS"
26/01/2017View on the map,AFL 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BBCA320 MSN 3835,"KRR
Public profile of  KRR"
22/10/2016View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BETA320 MSN 7071,"GeorgeRUS
Public profile of  GeorgeRUS"
19/08/2016View on the map,AFL 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BJWA320 MSN 6954,"KRR
Public profile of  KRR"
28/07/2016View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BPWA320 MSN 5982,"GeorgeRUS
Public profile of  GeorgeRUS"
14/07/2016View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSHA320 MSN 6022,"GeorgeRUS
Public profile of  GeorgeRUS"
14/05/2016View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSJA320 MSN 6044,"GeorgeRUS
Public profile of  GeorgeRUS"
07/12/2014View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BRVA320 MSN 5967,"GeorgeRUS
Public profile of  GeorgeRUS"
31/07/2014View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSTA320 MSN 6071,"slooovik
Public profile of  slooovik"
28/07/2014View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BSTA320 MSN 6071,"GeorgeRUS
Public profile of  GeorgeRUS"
08/07/2014View on the map,SU 1511,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BQUA320 MSN 3373,"GeorgeRUS
Public profile of  GeorgeRUS"
24/05/2014View on the map,SU 1513,SGCSurgut   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BPUA320 MSN 5921,"GeorgeRUS
Public profile of  GeorgeRUS"
02/05/2019View on the map,UT 254,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BJTB737 MSN 28900,"GeorgeRUS
Public profile of  GeorgeRUS"
18/03/2019View on the map,UT 254,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQPB737NG MSN 37553,"GeorgeRUS
Public profile of  GeorgeRUS"
26/12/2018View on the map,UT 246,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BJPB737 MSN 28905,"ivanivanov
Public profile of  ivanivanov"
26/12/2018View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQRB737NG MSN 36386,"GeorgeRUS
Public profile of  GeorgeRUS"
29/09/2018View on the map,DP 260,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VP-BPLB737NG MSN 61789,"GeorgeRUS
Public profile of  GeorgeRUS"
27/05/2018View on the map,UT 254,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BJIB737NG MSN 29937,"GeorgeRUS
Public profile of  GeorgeRUS"
08/03/2018View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQQB737NG MSN 37552,"GeorgeRUS
Public profile of  GeorgeRUS"
28/02/2018View on the map,UT 296,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQRB737NG MSN 36386,"ivanivanov
Public profile of  ivanivanov"
26/02/2018View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQSB737NG MSN 36387,"GeorgeRUS
Public profile of  GeorgeRUS"
12/02/2018View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQRB737NG MSN 36386,"GeorgeRUS
Public profile of  GeorgeRUS"
05/01/2018View on the map,DP 260,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VP-BPJB737NG MSN 61800,"2ondon
Public profile of  2ondon"
13/08/2017View on the map,UT 254,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQSB737NG MSN 36387,"GeorgeRUS
Public profile of  GeorgeRUS"
22/07/2017View on the map,DP 260,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BWHB737NG MSN 41206,"GeorgeRUS
Public profile of  GeorgeRUS"
09/06/2017View on the map,UT 296,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQPB737NG MSN 37553,"GeorgeRUS
Public profile of  GeorgeRUS"
17/04/2017View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQRB737NG MSN 36386,"GeorgeRUS
Public profile of  GeorgeRUS"
23/02/2017View on the map,UT 286,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BPQB737 MSN 28907,"GeorgeRUS
Public profile of  GeorgeRUS"
30/01/2017View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BIEB737 MSN 28476,"GeorgeRUS
Public profile of  GeorgeRUS"
21/12/2016View on the map,UT 296,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQQB737NG MSN 37552,"ValeriTch
Public profile of  ValeriTch"
05/09/2016View on the map,UT 248,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQSB737NG MSN 36387,"GeorgeRUS
Public profile of  GeorgeRUS"
30/08/2016View on the map,UT 296,SGCSurgut   - Russia,VKOMoscow Vnukovo  - Russia,VP-BAIB767 MSN 30437,"ivanivanov
Public profile of  ivanivanov"
06/12/2020View on the map,UT 137,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BLDATR MSN 945,"brumed
Public profile of  brumed"
01/12/2019View on the map,S7 5350,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BYVE170 MSN 48,"GeorgeRUS
Public profile of  GeorgeRUS"
28/10/2019View on the map,UT 137,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BMBATR MSN 984,"GeorgeRUS
Public profile of  GeorgeRUS"
06/10/2019View on the map,S7 5350,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BYCE170 MSN 16,"GeorgeRUS
Public profile of  GeorgeRUS"
22/04/2019View on the map,UT 137,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BLLATR MSN 976,"GeorgeRUS
Public profile of  GeorgeRUS"
09/12/2018View on the map,S7 3010,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BYLE170 MSN 38,"GeorgeRUS
Public profile of  GeorgeRUS"
12/11/2018View on the map,UT 137,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BMDATR MSN 990,"GeorgeRUS
Public profile of  GeorgeRUS"
02/09/2018View on the map,S7 3010,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BYME170 MSN 40,"GeorgeRUS
Public profile of  GeorgeRUS"
03/12/2017View on the map,S7 3010,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BYCE170 MSN 16,"GeorgeRUS
Public profile of  GeorgeRUS"
24/09/2017View on the map,S7 3010,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BRCA320 MSN 5106,"GeorgeRUS
Public profile of  GeorgeRUS"
11/12/2016View on the map,S7 3302,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BDFA320 MSN 3880,"GeorgeRUS
Public profile of  GeorgeRUS"
17/09/2016View on the map,UT 137,SGCSurgut   - Russia,OVBNovosibirsk   - Russia,VQ-BLJATR MSN 965,"GeorgeRUS
Public profile of  GeorgeRUS"
03/05/2021View on the map,UT 477,SGCSurgut   - Russia,KUFSamara   - Russia,VP-BFSB737 MSN 27532,"mlfoЕ€
Public profile of  mlfoЕ€"
24/11/2013View on the map,UT 427,SGCSurgut   - Russia,KUFSamara   - Russia,VQ-BGWCRJ MSN 7391,"GeorgeRUS
Public profile of  GeorgeRUS"
23/12/2017View on the map,SDM 6442,SGCSurgut   - Russia,LEDSt Petersburg Pulkovo  - Russia,VP-BQKA319 MSN 3179,"GeorgeRUS
Public profile of  GeorgeRUS"
26/03/2018View on the map,Y7 32,SGCSurgut   - Russia,TOFTomsk   - Russia,VQ-BKNATR MSN 823,"GeorgeRUS
Public profile of  GeorgeRUS"
25/07/2018View on the map,UT 101,SGCSurgut   - Russia,TJMTyumen   - Russia,VQ-BLJATR MSN 965,"GeorgeRUS
Public profile of  GeorgeRUS"
26/06/2018View on the map,UT 101,SGCSurgut   - Russia,TJMTyumen   - Russia,VQ-BLMATR MSN 980,"GeorgeRUS
Public profile of  GeorgeRUS"
09/08/2017View on the map,UT 119,SGCSurgut   - Russia,TJMTyumen   - Russia,VQ-BLIATR MSN 963,"ivanivanov
Public profile of  ivanivanov"
18/02/2014View on the map,UT 119,SGCSurgut   - Russia,TJMTyumen   - Russia,VQ-BGTCRJ MSN 7266,"GeorgeRUS
Public profile of  GeorgeRUS"
26/03/2018View on the map,Y7 32,TOFTomsk   - Russia,KJAKrasnojarsk   - Russia,VQ-BKNATR MSN 823,"GeorgeRUS
Public profile of  GeorgeRUS"
04/12/2021View on the map,S7 2614,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BULB737NG MSN 41707,"nikolai79
Public profile of  nikolai79"
20/11/2021View on the map,S7 2614,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BQDB737NG MSN 28239,"nikolai79
Public profile of  nikolai79"
01/11/2020View on the map,S7 2614,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BTXA320 MSN 9435,"nikolai79
Public profile of  nikolai79"
04/10/2020View on the map,S7 2614,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BKWB737NG MSN 37085,"nikolai79
Public profile of  nikolai79"
05/03/2020View on the map,S7 2614,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BOAA320 MSN 5001,"nikolai79
Public profile of  nikolai79"
23/01/2018View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDFB737NG MSN 30672,"ondoЕ€
Public profile of  ondoЕ€"
07/01/2018View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BQIA321 MSN 2726,"nikolai79
Public profile of  nikolai79"
19/09/2016View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BUGB737NG MSN 37741,"Miles and chains
Public profile of  Miles and chains"
27/03/2016View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BCIA320 MSN 2623,"nikolai79
Public profile of  nikolai79"
06/03/2016View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BQKA321 MSN 2064,"nikolai79
Public profile of  nikolai79"
04/01/2016View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BQJA321 MSN 2076,"nikolai79
Public profile of  nikolai79"
20/09/2015View on the map,UN 154,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BYIB737 MSN 28921,"Miles and chains
Public profile of  Miles and chains"
06/09/2015View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BQKA321 MSN 2064,"nikolai79
Public profile of  nikolai79"
19/07/2015View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BKWB737NG MSN 37085,"nikolai79
Public profile of  nikolai79"
09/05/2014View on the map,GH 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDHB737NG MSN 30667,"nikolai79
Public profile of  nikolai79"
08/05/2014View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BTNA319 MSN 1126,"nikolai79
Public profile of  nikolai79"
28/08/2013View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDHB737NG MSN 30667,"nikolai79
Public profile of  nikolai79"
29/08/2012View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDFB737NG MSN 30672,"ClashZP
Public profile of  ClashZP"
27/09/2011View on the map,UN 154,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,EI-CXKB737 MSN 25596,"ivanivanov
Public profile of  ivanivanov"
05/02/2010View on the map,S7 812,TOFTomsk   - Russia,DMEMoscow Domodedovo  - Russia,VP-BHKA319 MSN 2373,"eto
Public profile of  eto"
15/06/2021View on the map,SU 1539,TOFTomsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BIWA320 MSN 8188,"Thailand
Public profile of  Thailand"
